"U.S. Historical Series of Unemployment Rates, Vacancy Rates, and Labor Productivity.",,,,
"See Petrosky-Nadeau and Zhang (2020), ""Unemployment Crises"" for detailed construction.",,,,
The unemployment rates and vacancy rates as well as the labor productivity are in percent.,,,,
,,,,
,Civilian Unemployment Rates,Private Nonfarm Unemployment Rates,Vacancy Rates,Labor Productivity
1968M11,3.40000000,4.55590422,4.85954987,0.48394010
1968M12,3.40000000,4.49101796,4.78110722,0.48284830
1969M01,3.40000000,4.53400504,4.96608540,0.48511054
1969M02,3.40000000,4.47413908,4.93530299,0.48613449
1969M03,3.40000000,4.49095847,4.99403054,0.48786496
1969M04,3.40000000,4.55228192,4.98146475,0.48397774
1969M05,3.40000000,4.46532910,4.99116345,0.47955344
1969M06,3.50000000,4.60936605,4.83195013,0.48156882
1969M07,3.50000000,4.68191390,4.76227109,0.48246284
1969M08,3.50000000,4.64473320,4.68425422,0.48075557
1969M09,3.70000000,4.93682809,4.91963306,0.48056158
1969M10,3.70000000,4.93853156,4.84597651,0.47850941
1969M11,3.50000000,4.64428002,4.72892226,0.47571649
1969M12,3.50000000,4.67824874,4.59328336,0.47698410
1970M01,3.90000000,5.17283173,4.32937281,0.47445149
1970M02,4.20000000,5.54796832,4.32041378,0.47710277
1970M03,4.40000000,5.81748928,4.05986162,0.47794574
1970M04,4.60000000,6.08103780,3.92776892,0.47853540
1970M05,4.80000000,6.28306666,3.69696411,0.48047593
1970M06,4.90000000,6.52059007,3.63631406,0.48143867
1970M07,5.00000000,6.67668836,3.49742228,0.48523501
1970M08,5.10000000,6.81199782,3.43799279,0.48698029
1970M09,5.40000000,7.11105437,3.37466403,0.48416470
1970M10,5.50000000,7.36717108,3.18152882,0.47780946
1970M11,5.90000000,7.83968500,3.17117099,0.47693818
1970M12,6.10000000,8.05445804,3.16654707,0.48711236
1971M01,5.90000000,7.91755328,3.04051365,0.49424693
1971M02,5.90000000,7.80334861,3.10929071,0.49561231
1971M03,6.00000000,7.92367091,3.11033242,0.49478076
1971M04,5.90000000,7.86506162,3.09658628,0.49434897
1971M05,5.90000000,7.89594298,3.14904610,0.49507574
1971M06,5.90000000,7.83143969,3.28462617,0.49905529
1971M07,6.00000000,7.94928875,3.20066346,0.50052966
1971M08,6.10000000,8.08975308,3.24711441,0.49787833
1971M09,6.00000000,7.92879496,3.18589366,0.50165201
1971M10,5.80000000,7.80390983,3.23950087,0.50013105
1971M11,6.00000000,8.08186787,3.27578319,0.49612999
1971M12,6.00000000,8.04407542,3.26939422,0.49614895
1972M01,5.80000000,7.81800056,3.43039809,0.50282407
1972M02,5.70000000,7.66622071,3.48618867,0.50523467
1972M03,5.80000000,7.79224797,3.57847910,0.50790127
1972M04,5.70000000,7.65703168,3.57835515,0.51526321
1972M05,5.70000000,7.57545442,3.68548857,0.51519538
1972M06,5.70000000,7.54159135,3.67714384,0.51523141
1972M07,5.60000000,7.54233255,3.78609299,0.51608877
1972M08,5.60000000,7.53505118,3.88415309,0.51833997
1972M09,5.50000000,7.39887392,3.94691034,0.51900126
1972M10,5.60000000,7.39286039,4.11385485,0.51864226
1972M11,5.30000000,6.98055395,4.16618226,0.52079448
1972M12,5.20000000,6.86990579,4.54745655,0.52515326
1973M01,4.90000000,6.52912145,4.68543779,0.52853908
1973M02,5.00000000,6.66886366,4.63893549,0.53520350
1973M03,4.90000000,6.56467565,4.61376872,0.53447742
1973M04,5.00000000,6.64164321,4.54869727,0.53267113
1973M05,4.90000000,6.44599303,4.60697592,0.53407842
1973M06,4.90000000,6.47540740,4.57759968,0.53141045
1973M07,4.80000000,6.39188728,4.68631780,0.53111335
1973M08,4.80000000,6.37145352,4.57959419,0.52571997
1973M09,4.80000000,6.42218088,4.50717885,0.52632667
1973M10,4.60000000,6.11452938,4.54799010,0.52430548
1973M11,4.80000000,6.43885577,4.51866149,0.52322332
1973M12,4.90000000,6.55768837,4.34501056,0.52123119
1974M01,5.10000000,6.76396050,4.27547503,0.51886576
1974M02,5.20000000,6.87145969,4.20746664,0.51740420
1974M03,5.10000000,6.73761959,4.20893886,0.51767004
1974M04,5.10000000,6.71133137,4.32611445,0.51505967
1974M05,5.10000000,6.81577842,4.25694405,0.51667045
1974M06,5.40000000,7.11069418,4.13551098,0.51317989
1974M07,5.50000000,7.29433799,4.01166008,0.50982193
1974M08,5.50000000,7.24539408,3.90972392,0.50518953
1974M09,5.90000000,7.80886450,3.72943937,0.50973854
1974M10,6.00000000,7.92759947,3.45806846,0.51524218
1974M11,6.60000000,8.78787445,3.17938433,0.50908523
1974M12,7.20000000,9.51616141,2.90950588,0.50411259
1975M01,8.10000000,10.68914413,2.73759846,0.50933587
1975M02,8.10000000,10.79033462,2.69410308,0.50832698
1975M03,8.60000000,11.41785811,2.62919707,0.51011715
1975M04,8.80000000,11.74938462,2.62260993,0.51568104
1975M05,9.00000000,12.00786000,2.60906166,0.51518691
1975M06,8.80000000,11.75024301,2.77794316,0.51944205
1975M07,8.60000000,11.60419790,2.81793422,0.52193808
1975M08,8.40000000,11.29135630,2.76062564,0.52301927
1975M09,8.40000000,11.26562300,2.86558625,0.52719266
1975M10,8.40000000,11.19633641,2.86361034,0.52627505
1975M11,8.30000000,11.04419662,2.97020563,0.52567869
1975M12,8.20000000,10.93538183,2.96520332,0.53003626
1976M01,7.90000000,10.60066694,3.00146251,0.53506050
1976M02,7.70000000,10.29482027,3.15730572,0.53844998
1976M03,7.60000000,10.14139034,3.20261189,0.53712952
1976M04,7.70000000,10.23214261,3.13263978,0.53753050
1976M05,7.40000000,9.87911980,3.23365002,0.53921609
1976M06,7.60000000,10.20701192,3.23236849,0.53779341
1976M07,7.80000000,10.39642441,3.20900835,0.53866092
1976M08,7.80000000,10.41057952,3.20376731,0.53964374
1976M09,7.60000000,10.20732770,3.15823114,0.53719534
1976M10,7.70000000,10.27563030,3.20499310,0.53514186
1976M11,7.80000000,10.46933392,3.28967012,0.53912588
1976M12,7.80000000,10.34723936,3.38919651,0.54249226
1977M01,7.50000000,9.98409128,3.49692850,0.53785695
1977M02,7.60000000,10.14378194,3.47629418,0.54285345
1977M03,7.40000000,9.92151857,3.56650207,0.54408960
1977M04,7.20000000,9.57632982,3.66038111,0.54304223
1977M05,7.00000000,9.35587805,3.74928494,0.54413139
1977M06,7.20000000,9.58677686,3.78353830,0.54695638
1977M07,6.90000000,9.18295995,3.89150147,0.54972126
1977M08,7.00000000,9.27401535,3.97437765,0.54970567
1977M09,6.80000000,9.01575855,3.92063636,0.54826307
1977M10,6.80000000,9.00604576,4.10674644,0.54412302
1977M11,6.80000000,9.02971924,4.22478307,0.54043537
1977M12,6.40000000,8.48570214,4.37759271,0.53976162
1978M01,6.40000000,8.59777669,4.36101503,0.53331289
1978M02,6.30000000,8.35769561,4.41214664,0.53562716
1978M03,6.30000000,8.33081362,4.49991647,0.54418995
1978M04,6.10000000,8.07357667,4.77385284,0.55242597
1978M05,6.00000000,7.97765683,4.70970760,0.55321441
1978M06,5.90000000,7.81568063,4.73668645,0.55443962
1978M07,6.20000000,8.12879286,4.68657278,0.55272292
1978M08,5.90000000,7.82799022,4.77898265,0.55282303
1978M09,6.00000000,7.86022278,4.81440977,0.55294405
1978M10,5.80000000,7.62015812,4.99508247,0.55549282
1978M11,5.90000000,7.73411052,4.92356404,0.55609223
1978M12,6.00000000,7.88454235,4.96000444,0.55566494
1979M01,5.90000000,7.73467372,4.90014260,0.54886115
1979M02,5.90000000,7.78632694,4.78360428,0.54878384
1979M03,5.80000000,7.67144274,4.77962515,0.54704501
1979M04,5.80000000,7.63300214,4.99070828,0.54217175
1979M05,5.60000000,7.33290642,4.94276815,0.54513283
1979M06,5.70000000,7.44660910,4.82516081,0.54499542
1979M07,5.70000000,7.48928942,4.80843390,0.54662351
1979M08,6.00000000,7.86186993,4.85169882,0.54430831
1979M09,5.90000000,7.70025004,4.97385602,0.54433818
1979M10,6.00000000,7.80734605,5.01315031,0.54564963
1979M11,5.90000000,7.73551915,4.72438112,0.54399859
1979M12,6.00000000,7.82622683,4.65750581,0.54325178
1980M01,6.30000000,8.22179027,4.55039628,0.54398478
1980M02,6.30000000,8.23766563,4.40408298,0.54412568
1980M03,6.30000000,8.26384369,4.36766953,0.54388954
1980M04,6.90000000,9.01439510,3.84568018,0.53908003
1980M05,7.50000000,9.74264482,3.55302232,0.53165213
1980M06,7.60000000,9.90508342,3.60479570,0.53114784
1980M07,7.80000000,10.22596659,3.59204626,0.53300535
1980M08,7.70000000,10.10272301,3.64053076,0.53387813
1980M09,7.50000000,9.79353121,3.78079828,0.53859652
1980M10,7.50000000,9.84025404,3.76999147,0.53767548
1980M11,7.50000000,9.73901432,3.90369646,0.54356089
1980M12,7.20000000,9.37925335,3.77185273,0.54812363
1981M01,7.50000000,9.75371006,3.70204369,0.55194304
1981M02,7.40000000,9.72225577,3.74083936,0.55195168
1981M03,7.40000000,9.62846803,3.73012200,0.55252528
1981M04,7.20000000,9.49307533,3.71738291,0.54360362
1981M05,7.50000000,9.81637824,3.66150566,0.54276741
1981M06,7.50000000,9.70645699,3.68940710,0.54217898
1981M07,7.20000000,9.44050906,3.68396930,0.54573090
1981M08,7.40000000,9.62487424,3.63226498,0.54663411
1981M09,7.60000000,9.83532111,3.46207695,0.54509499
1981M10,7.90000000,10.29812880,3.25548790,0.54445537
1981M11,8.30000000,10.73322080,3.20340685,0.54067277
1981M12,8.50000000,11.02072853,3.07523931,0.53637186
1982M01,8.60000000,11.19716883,3.07024965,0.52629580
1982M02,8.90000000,11.51846753,2.92264863,0.53683738
1982M03,9.00000000,11.73742334,2.82873176,0.53577682
1982M04,9.30000000,12.13945441,2.73117582,0.53661334
1982M05,9.40000000,12.23960492,2.67031323,0.53598098
1982M06,9.60000000,12.48785344,2.54305357,0.53747568
1982M07,9.80000000,12.84194079,2.40112553,0.53769916
1982M08,9.80000000,12.90517701,2.35215476,0.53620008
1982M09,10.10000000,13.27817039,2.21230973,0.53905076
1982M10,10.40000000,13.64717859,2.21185026,0.54108350
1982M11,10.80000000,14.08713301,2.25077089,0.54311666
1982M12,10.80000000,14.20455215,2.29510429,0.54077984
1983M01,10.40000000,13.64905803,2.34830870,0.54996897
1983M02,10.40000000,13.66935436,2.34960348,0.54812013
1983M03,10.30000000,13.50171020,2.44100985,0.55371091
1983M04,10.20000000,13.31222532,2.48080736,0.56191356
1983M05,10.10000000,13.15454288,2.70711694,0.56500828
1983M06,10.10000000,13.19209835,2.68091178,0.56450816
1983M07,9.40000000,12.41277051,2.86278658,0.56631337
1983M08,9.50000000,12.53614038,2.89521201,0.57286678
1983M09,9.20000000,12.02755975,2.98251495,0.57219984
1983M10,8.80000000,11.57470820,3.21574321,0.57484561
1983M11,8.50000000,11.12646856,3.25163272,0.57387340
1983M12,8.30000000,10.90707189,3.38227784,0.57292099
1984M01,8.00000000,10.51464323,3.47493559,0.57881513
1984M02,7.80000000,10.23161080,3.59557727,0.57690621
1984M03,7.80000000,10.15264960,3.59245104,0.57803866
1984M04,7.70000000,10.13193955,3.75702296,0.58101346
1984M05,7.40000000,9.78103710,3.78279391,0.58276537
1984M06,7.20000000,9.50125898,3.82113135,0.58291117
1984M07,7.50000000,9.79496770,3.90365731,0.58308174
1984M08,7.50000000,9.75506418,3.78169582,0.58316750
1984M09,7.30000000,9.56709660,3.86369454,0.58167076
1984M10,7.40000000,9.55241232,3.90204818,0.58103191
1984M11,7.20000000,9.33011631,3.85310212,0.58298092
1984M12,7.30000000,9.47801730,3.97016569,0.58411717
1985M01,7.30000000,9.52181777,3.87803557,0.58281841
1985M02,7.20000000,9.40555449,3.91645420,0.58551892
1985M03,7.20000000,9.39214074,3.98779583,0.58585267
1985M04,7.30000000,9.43216035,3.94434762,0.58489445
1985M05,7.20000000,9.31333505,3.99104880,0.58678271
1985M06,7.40000000,9.46086490,4.00038723,0.58992285
1985M07,7.40000000,9.50727033,3.94472386,0.59007857
1985M08,7.10000000,9.16583724,3.98907562,0.59397241
1985M09,7.10000000,9.19971000,4.01107355,0.59641902
1985M10,7.10000000,9.23261791,3.95974444,0.59226298
1985M11,7.00000000,9.04155914,4.00312980,0.59315642
1985M12,7.00000000,9.03690049,3.86670500,0.59934060
1986M01,6.70000000,8.67904781,3.89867808,0.60304808
1986M02,7.20000000,9.28561956,3.89200694,0.60060506
1986M03,7.20000000,9.25653965,3.88078447,0.59820685
1986M04,7.10000000,9.21947509,3.87760881,0.60002985
1986M05,7.20000000,9.28403265,3.82808006,0.60268104
1986M06,7.20000000,9.36138374,3.89472340,0.60262911
1986M07,7.00000000,9.14045246,3.85092192,0.60427254
1986M08,6.90000000,8.94722949,3.89254776,0.60261045
1986M09,7.00000000,9.09847373,3.92671548,0.60112701
1986M10,7.00000000,9.01919163,3.92270647,0.60131907
1986M11,6.90000000,8.92083971,4.08735546,0.60144555
1986M12,6.60000000,8.62727502,3.87741877,0.60371538
1987M01,6.60000000,8.62230963,3.82772145,0.59955033
1987M02,6.60000000,8.57276770,3.98668091,0.60477516
1987M03,6.60000000,8.54918336,4.14938587,0.60356451
1987M04,6.30000000,8.20362212,4.06331139,0.60514011
1987M05,6.30000000,8.21564161,4.12386885,0.60637520
1987M06,6.20000000,8.02612450,4.17819711,0.60597469
1987M07,6.10000000,7.86963348,4.16920664,0.60485853
1987M08,6.00000000,7.84913574,4.32098325,0.60668684
1987M09,5.90000000,7.66846987,4.29038256,0.60537464
1987M10,6.00000000,7.76295437,4.31413474,0.61173869
1987M11,5.80000000,7.55590402,4.39596804,0.61312287
1987M12,5.70000000,7.43783042,4.18205383,0.61335844
1988M01,5.70000000,7.44863197,4.21508105,0.61161157
1988M02,5.70000000,7.39085450,4.20857522,0.61082382
1988M03,5.70000000,7.32143618,4.29972016,0.61128461
1988M04,5.40000000,7.03124168,4.20527780,0.61479446
1988M05,5.60000000,7.19188619,4.33539845,0.61394906
1988M06,5.40000000,6.93762917,4.19759238,0.61421649
1988M07,5.40000000,6.97782520,4.27314399,0.61343557
1988M08,5.60000000,7.20550917,4.25704862,0.61662301
1988M09,5.40000000,6.95311595,4.09885384,0.61455142
1988M10,5.40000000,6.90097189,4.25422699,0.61763018
1988M11,5.30000000,6.85169851,4.15775124,0.61820273
1988M12,5.30000000,6.81172143,4.23979435,0.62020709
1989M01,5.40000000,6.95491070,4.21340516,0.62135059
1989M02,5.20000000,6.62582185,4.18153329,0.61842562
1989M03,5.00000000,6.46340701,4.01614299,0.62058379
1989M04,5.20000000,6.70815184,4.16698176,0.62261157
1989M05,5.20000000,6.61245319,3.96762307,0.62084020
1989M06,5.30000000,6.80208086,3.87032030,0.62428823
1989M07,5.20000000,6.71970700,3.87119448,0.62256980
1989M08,5.20000000,6.73758498,3.82472983,0.63056572
1989M09,5.30000000,6.79886101,3.83158042,0.62663449
1989M10,5.30000000,6.82991151,3.90383564,0.62299904
1989M11,5.40000000,6.90302912,3.77016810,0.62262334
1989M12,5.40000000,6.84208906,3.85471430,0.62697762
1990M01,5.40000000,6.90494452,3.85351480,0.62366938
1990M02,5.30000000,6.79325067,3.65845611,0.62972704
1990M03,5.20000000,6.73602107,3.57633559,0.63192357
1990M04,5.40000000,6.92814988,3.58066195,0.62950172
1990M05,5.40000000,6.88078544,3.41488998,0.62990377
1990M06,5.20000000,6.73142729,3.42359221,0.63023450
1990M07,5.50000000,7.04952592,3.37950388,0.62870398
1990M08,5.70000000,7.30859176,3.25355104,0.63057351
1990M09,5.90000000,7.48415407,3.21637542,0.63144251
1990M10,5.90000000,7.58136320,2.97569079,0.62736005
1990M11,6.20000000,7.87951367,2.81531143,0.62220592
1990M12,6.30000000,8.01350968,2.81370449,0.62135402
1991M01,6.40000000,8.13020500,2.65912797,0.62366745
1991M02,6.60000000,8.38932987,2.53875240,0.62443707
1991M03,6.80000000,8.70129212,2.49476873,0.62377548
1991M04,6.70000000,8.58328502,2.48865739,0.62679836
1991M05,6.90000000,8.87020622,2.41675668,0.63376389
1991M06,6.90000000,8.82723321,2.53250253,0.63861775
1991M07,6.80000000,8.73581930,2.41717814,0.63851575
1991M08,6.90000000,8.80574721,2.37762766,0.63757190
1991M09,6.90000000,8.85365383,2.44718242,0.64202235
1991M10,7.00000000,8.96681811,2.32891747,0.64043847
1991M11,7.00000000,9.05716633,2.36728778,0.64210714
1991M12,7.30000000,9.30199632,2.36797929,0.64375439
1992M01,7.30000000,9.37970476,2.31758957,0.64680339
1992M02,7.40000000,9.54159181,2.39716911,0.65538360
1992M03,7.40000000,9.54456484,2.50723784,0.66098301
1992M04,7.40000000,9.49073607,2.38528086,0.66195032
1992M05,7.60000000,9.77881257,2.45814138,0.66165188
1992M06,7.80000000,10.04040162,2.45163527,0.66113780
1992M07,7.70000000,9.86726772,2.37188531,0.66825529
1992M08,7.60000000,9.80356803,2.44869971,0.66558410
1992M09,7.60000000,9.78971284,2.41193184,0.66755061
1992M10,7.30000000,9.42486085,2.42088055,0.67218242
1992M11,7.40000000,9.56490435,2.56873975,0.67367230
1992M12,7.40000000,9.54049494,2.52759571,0.67086529
1993M01,7.30000000,9.30378736,2.56955998,0.66812649
1993M02,7.10000000,9.15261332,2.60731495,0.66706974
1993M03,7.00000000,9.04279752,2.56560368,0.66577377
1993M04,7.10000000,9.06684183,2.56588302,0.66659446
1993M05,7.10000000,9.07900090,2.62973006,0.66359483
1993M06,7.00000000,9.03955362,2.58811433,0.66550070
1993M07,6.90000000,8.84815457,2.62702710,0.66862324
1993M08,6.80000000,8.68096488,2.73822752,0.66800970
1993M09,6.70000000,8.61680247,2.74566260,0.66982706
1993M10,6.80000000,8.62502341,2.85494045,0.67206689
1993M11,6.60000000,8.41866654,2.85190307,0.67249513
1993M12,6.50000000,8.33677544,2.88532612,0.67332797
1994M01,6.60000000,8.45473338,2.94741099,0.67347434
1994M02,6.60000000,8.39651344,3.02227774,0.67197162
1994M03,6.50000000,8.26107735,3.06684794,0.67586405
1994M04,6.40000000,8.11166069,3.06165909,0.67794938
1994M05,6.10000000,7.71592903,3.17263367,0.67869135
1994M06,6.10000000,7.70352086,3.10135442,0.67912927
1994M07,6.10000000,7.69491493,3.25224093,0.67490485
1994M08,6.00000000,7.66273533,3.12256634,0.67513961
1994M09,5.90000000,7.46114589,3.15713515,0.67450554
1994M10,5.80000000,7.35564829,3.33911729,0.67893987
1994M11,5.60000000,7.09926456,3.29749344,0.67995799
1994M12,5.50000000,6.95125469,3.40964898,0.68401213
1995M01,5.60000000,7.05924019,3.30004159,0.68121840
1995M02,5.40000000,6.87928939,3.30456284,0.67786650
1995M03,5.40000000,6.83594870,3.23536005,0.67707511
1995M04,5.80000000,7.26124329,3.26854924,0.67596157
1995M05,5.60000000,7.07154346,3.06389507,0.67860971
1995M06,5.60000000,7.05458828,3.10640886,0.67969872
1995M07,5.70000000,7.13601760,3.25724125,0.67643027
1995M08,5.70000000,7.08068423,3.22637975,0.68355462
1995M09,5.60000000,7.05864585,3.22686494,0.68502511
1995M10,5.50000000,6.91914757,3.27035200,0.68398384
1995M11,5.60000000,6.99549711,3.16485445,0.68498883
1995M12,5.60000000,6.98438088,3.44587185,0.68674734
1996M01,5.60000000,7.04365732,3.25771155,0.68187838
1996M02,5.50000000,6.86260710,3.18016440,0.68951981
1996M03,5.50000000,6.85295825,3.26046232,0.68693181
1996M04,5.60000000,6.92569934,3.18541350,0.69171011
1996M05,5.60000000,6.91251106,3.07097900,0.69442380
1996M06,5.30000000,6.60989948,3.35124616,0.69832609
1996M07,5.50000000,6.80530177,3.15123027,0.69587283
1996M08,5.10000000,6.39674307,3.16560357,0.69825105
1996M09,5.20000000,6.47204474,3.32006930,0.70179612
1996M10,5.20000000,6.50061484,3.16345075,0.69904328
1996M11,5.40000000,6.66003976,3.40553613,0.70125944
1996M12,5.40000000,6.66452265,3.37395117,0.70116728
1997M01,5.30000000,6.57034807,3.33656768,0.69551885
1997M02,5.20000000,6.50419906,3.46630179,0.69973034
1997M03,5.20000000,6.39906391,3.42539825,0.70352081
1997M04,5.10000000,6.27321766,3.39389723,0.70581822
1997M05,4.90000000,6.07163711,3.20478208,0.71013805
1997M06,5.00000000,6.18332621,3.49088984,0.71206374
1997M07,4.90000000,6.04505405,3.37692846,0.71321107
1997M08,4.80000000,6.00236170,3.42513366,0.71745657
1997M09,4.90000000,6.01944382,3.59556840,0.71721237
1997M10,4.70000000,5.83238446,3.52959342,0.71721385
1997M11,4.60000000,5.69375745,3.73469820,0.71930990
1997M12,4.70000000,5.82012960,3.50191871,0.71897625
1998M01,4.60000000,5.71479853,3.63825567,0.72257892
1998M02,4.60000000,5.65317173,3.73314216,0.72343096
1998M03,4.70000000,5.74398054,3.70385776,0.72389011
1998M04,4.30000000,5.32447862,3.72115252,0.72526171
1998M05,4.40000000,5.39775770,3.73045159,0.72875382
1998M06,4.50000000,5.52614958,3.66151993,0.72443446
1998M07,4.50000000,5.56167694,3.67326911,0.72385447
1998M08,4.50000000,5.47929414,3.73127153,0.73896606
1998M09,4.60000000,5.57117844,3.56273529,0.73806947
1998M10,4.50000000,5.54540076,3.53719977,0.74436033
1998M11,4.40000000,5.38403149,3.71772828,0.74388557
1998M12,4.40000000,5.31168271,3.64447032,0.74597410
1999M01,4.30000000,5.25977627,3.86179021,0.75047845
1999M02,4.40000000,5.35573434,3.92369860,0.75260636
1999M03,4.20000000,5.07917827,3.77985721,0.75288519
1999M04,4.30000000,5.24912354,3.74984021,0.75150866
1999M05,4.20000000,5.06678789,3.80741740,0.75502866
1999M06,4.30000000,5.18524327,3.64929681,0.75333268
1999M07,4.30000000,5.23444220,3.70855649,0.75872674
1999M08,4.20000000,5.07497718,3.72855217,0.76339656
1999M09,4.20000000,5.12978397,3.61330047,0.76081670
1999M10,4.10000000,5.00212101,3.76030512,0.77050503
1999M11,4.10000000,4.94040571,3.73059261,0.77241860
1999M12,4.00000000,4.87735434,3.79193166,0.77445637
2000M01,4.00000000,4.91458879,3.93266521,0.76926817
2000M02,4.10000000,5.03277576,3.99459853,0.76967048
2000M03,4.00000000,4.91659877,3.93086731,0.77223134
2000M04,3.80000000,4.70161353,3.94599594,0.78135718
2000M05,4.00000000,4.93283531,3.71229772,0.78645692
2000M06,4.00000000,4.83632162,3.64062788,0.78652590
2000M07,4.00000000,4.90634658,3.71727991,0.78284456
2000M08,4.10000000,4.99172736,3.50729350,0.78131599
2000M09,3.90000000,4.79650047,3.62211017,0.78558945
2000M10,3.90000000,4.72349542,3.59769663,0.78839959
2000M11,3.90000000,4.80037456,3.47458217,0.79015477
2000M12,3.90000000,4.79256871,3.30615436,0.78844564
2001M01,4.20000000,5.10904325,3.74478442,0.78282614
2001M02,4.20000000,5.16196305,3.24145274,0.78013670
2001M03,4.30000000,5.20670827,3.17042328,0.78366716
2001M04,4.40000000,5.32582571,3.41368958,0.79189940
2001M05,4.30000000,5.29309245,3.17475823,0.79334489
2001M06,4.50000000,5.51107485,2.98555355,0.79366572
2001M07,4.60000000,5.59793192,3.13183065,0.79137615
2001M08,4.90000000,5.97397309,2.88517908,0.79359089
2001M09,5.00000000,6.06776320,2.76062755,0.79538296
2001M10,5.30000000,6.52620150,2.50197799,0.79826169
2001M11,5.50000000,6.79060533,2.34816972,0.80059221
2001M12,5.70000000,7.00400326,2.34572607,0.80630610
2002M01,5.70000000,6.95411238,2.61253935,0.81682875
2002M02,5.70000000,6.98857498,2.33109579,0.81859272
2002M03,5.70000000,7.06242558,2.45776261,0.82334853
2002M04,5.90000000,7.30089998,2.39903265,0.82189872
2002M05,5.80000000,7.14650375,2.48106087,0.82217058
2002M06,5.80000000,7.14079091,2.32376664,0.82841071
2002M07,5.80000000,7.14279633,2.35561418,0.82743575
2002M08,5.70000000,7.07789606,2.40674717,0.82815600
2002M09,5.70000000,7.03740032,2.27272727,0.82972825
2002M10,5.70000000,7.07574893,2.43266306,0.82648410
2002M11,5.90000000,7.24495957,2.35450666,0.83029280
2002M12,6.00000000,7.35056405,2.02873175,0.82629310
2003M01,5.80000000,7.25161927,2.62030876,0.82864107
2003M02,5.90000000,7.33790285,2.31416838,0.83328066
2003M03,5.90000000,7.32633231,2.09009601,0.83656827
2003M04,6.00000000,7.52895095,2.28026817,0.83741144
2003M05,6.10000000,7.61688522,2.20682594,0.84308439
2003M06,6.30000000,7.86200343,2.26716353,0.84997417
2003M07,6.20000000,7.66274076,2.23231048,0.85817427
2003M08,6.10000000,7.57035512,2.24179726,0.85997186
2003M09,6.10000000,7.57956805,2.09786392,0.86620387
2003M10,6.00000000,7.42138365,2.18449249,0.86763954
2003M11,5.80000000,7.29686038,2.14761905,0.87423546
2003M12,5.70000000,7.08541344,2.19043270,0.87124500
2004M01,5.70000000,7.11680229,2.35559309,0.86935716
2004M02,5.60000000,6.95347887,2.31887614,0.87319817
2004M03,5.80000000,7.19174021,2.30019599,0.86714468
2004M04,5.60000000,6.92531342,2.47122915,0.87168616
2004M05,5.60000000,6.94091097,2.48869547,0.87829580
2004M06,5.60000000,6.99352639,2.32198562,0.87168804
2004M07,5.50000000,6.87330512,2.66365138,0.87920159
2004M08,5.40000000,6.75275942,2.45249519,0.87903945
2004M09,5.40000000,6.69470555,2.53841197,0.87746897
2004M10,5.50000000,6.78152894,2.56575075,0.88104073
2004M11,5.40000000,6.67879155,2.18544566,0.88123051
2004M12,5.40000000,6.67328332,2.46523345,0.88591877
2005M01,5.30000000,6.54959738,2.47924393,0.88924335
2005M02,5.40000000,6.69030911,2.59159904,0.89293129
2005M03,5.20000000,6.49202447,2.58169296,0.88959536
2005M04,5.20000000,6.42244843,2.84906598,0.88683263
2005M05,5.10000000,6.39817362,2.60215328,0.88872200
2005M06,5.00000000,6.28476921,2.69502406,0.89516537
2005M07,5.00000000,6.17799912,2.89027785,0.89836008
2005M08,4.90000000,6.12052731,2.71933983,0.90360707
2005M09,5.00000000,6.27857487,2.82553316,0.88609285
2005M10,5.00000000,6.19534497,2.85131432,0.89305931
2005M11,5.00000000,6.26739563,2.81211475,0.89860838
2005M12,4.90000000,6.03730706,2.70879158,0.90437231
2006M01,4.70000000,5.85412747,2.86125128,0.90656511
2006M02,4.80000000,5.93385535,2.80733665,0.90613717
2006M03,4.70000000,5.83363579,2.97918614,0.90556772
2006M04,4.70000000,5.86355700,3.10178220,0.90598340
2006M05,4.60000000,5.75375890,2.90529493,0.90311454
2006M06,4.60000000,5.76612638,2.87339614,0.90467206
2006M07,4.70000000,5.89346585,2.74414211,0.90212774
2006M08,4.70000000,5.82174349,3.00561576,0.90534438
2006M09,4.50000000,5.62913635,2.97767404,0.90539788
2006M10,4.40000000,5.53475782,2.94131188,0.90901304
2006M11,4.50000000,5.63837905,2.84831306,0.90856285
2006M12,4.40000000,5.54548660,2.80098473,0.91686411
2007M01,4.60000000,5.80812615,3.02329833,0.90789459
2007M02,4.50000000,5.66037736,2.91862495,0.91476548
2007M03,4.40000000,5.50017160,3.04865698,0.91291993
2007M04,4.50000000,5.59051327,3.16462755,0.91729608
2007M05,4.40000000,5.51957057,2.98028427,0.91605369
2007M06,4.60000000,5.68063424,3.01095785,0.91681023
2007M07,4.70000000,5.81063617,2.93360513,0.91895237
2007M08,4.60000000,5.75170101,2.98201625,0.92392692
2007M09,4.70000000,5.82860487,2.94823158,0.92939071
2007M10,4.70000000,5.87700279,2.80710000,0.92685385
2007M11,4.70000000,5.87600334,2.70159587,0.93139802
2007M12,5.00000000,6.18127426,2.67869905,0.92907813
2008M01,5.00000000,6.21180769,2.76510259,0.92226931
2008M02,4.90000000,6.07447860,2.63060272,0.91954286
2008M03,5.10000000,6.32530608,2.59960496,0.92145783
2008M04,5.00000000,6.19680139,2.66503652,0.92359573
2008M05,5.40000000,6.78208463,2.56637914,0.92820679
2008M06,5.60000000,6.92789335,2.44114235,0.93651748
