Year,Tightness
2020,1.11
2020.25,0.26
2020.5,0.45
2020.75,0.62
2021,0.73
2021.25,0.97
2021.5,1.31
2021.75,1.65
2022,1.84
2022.25,1.98
2022.5,1.88
2022.75,1.82
2023,1.79
2023.25,1.62
2023.5,1.47
2023.75,1.43
2024,1.38
2024.25,1.22
